Region_name,LA_name,Gender,Ethnicity,Pupil Count,Pupils in Progress 8,Total achieve A*-C in English and Maths,Total Ebacc Entry,Total achieve Ebacc,Attainment 8 Total,Progress 8 Total,Attainment 8,Progress 8,Ebacc,GCSE A*-C,GCSE Average
East,Hertfordshire,,Mixed,702,667,459,324,224,36938,14.004,52.61823362,0.019948718,0.319088319,0.653846154,5.261823362
East,Hertfordshire,,Asian,849,777,655,475,368,48505.75,344.461,57.1328033,0.405725559,0.433451119,0.771495878,5.71328033
East,Hertfordshire,,Black,447,396,315,226,141,23584,109.041,52.7606264,0.243939597,0.315436242,0.704697987,5.27606264
East,Hertfordshire,,Chinese,63,50,53,47,41,4071,37.123,64.61904762,0.589253968,0.650793651,0.841269841,6.461904762
East,Hertfordshire,,,12613,12043,8774,5796,4113,668868,727.121,53.03004836,0.057648537,0.326092127,0.695631491,5.303004836
East,Hertfordshire,Female,White,4982,4808,3688,2460,1868,276157.5,883.023,55.43105179,0.177242674,0.374949819,0.740264954,5.543105179
East,Hertfordshire,Female,Mixed,336,322,238,175,123,18747,61.645,55.79464286,0.183467262,0.366071429,0.708333333,5.579464286
East,Hertfordshire,Female,Asian,413,385,339,229,189,24625.25,238.624,59.62530266,0.577782082,0.457627119,0.820823245,5.962530266
East,Hertfordshire,Female,Black,236,203,182,134,93,13213.5,85.659,55.98940678,0.362961864,0.394067797,0.771186441,5.598940678
East,Hertfordshire,Female,Chinese,33,23,26,23,20,2046,14.934,62,0.452545455,0.606060606,0.787878788,6.2
East,Hertfordshire,Female,,6103,5836,4544,3078,2334,340214,1308.049,55.74537113,0.214328855,0.382434868,0.74455186,5.574537113
East,Hertfordshire,Male,White,5354,5146,3463,2158,1399,268674,-693.862,50.18192006,-0.129596937,0.261299963,0.646806126,5.018192006
East,Hertfordshire,Male,Mixed,366,345,221,149,101,18191,-47.641,49.70218579,-0.130166667,0.275956284,0.603825137,4.970218579
East,Hertfordshire,Male,Asian,436,392,316,246,179,23880.5,105.837,54.77178899,0.242745413,0.410550459,0.724770642,5.477178899
East,Hertfordshire,Male,Black,211,193,133,92,48,10370.5,23.382,49.1492891,0.110815166,0.227488152,0.630331754,4.91492891
East,Hertfordshire,Male,Chinese,30,27,27,24,21,2025,22.189,67.5,0.739633333,0.7,0.9,6.75
East,Hertfordshire,Male,,6510,6207,4230,2718,1779,328654,-580.928,50.48448541,-0.089236252,0.273271889,0.649769585,5.048448541
East,Norfolk,,White,7551,7310,4589,2671,1545,368616,5.309,48.81684545,0.000703086,0.204608661,0.607734075,4.881684545
East,Norfolk,,Mixed,178,158,101,62,33,8691,11.397,48.8258427,0.06402809,0.185393258,0.56741573,4.88258427
East,Norfolk,,Asian,88,82,75,45,35,5173,51.345,58.78409091,0.583465909,0.397727273,0.852272727,5.878409091
East,Norfolk,,Black,68,51,45,29,19,3479,29.283,51.16176471,0.430632353,0.279411765,0.661764706,5.116176471
East,Norfolk,,Chinese,25,14,21,12,7,1530,6.74,61.2,0.2696,0.28,0.84,6.12
East,Norfolk,,,8014,7692,4884,2851,1661,392361,114.924,48.95944597,0.014340404,0.207262291,0.609433491,4.895944597
East,Norfolk,Female,White,3671,3563,2341,1523,962,185852,422.633,50.62707709,0.115127486,0.262053936,0.637700899,5.062707709
East,Norfolk,Female,Mixed,87,77,48,37,20,4320.5,13.52,49.66091954,0.155402299,0.229885057,0.551724138,4.966091954
East,Norfolk,Female,Asian,49,46,45,30,23,2971,37.66,60.63265306,0.768571429,0.469387755,0.918367347,6.063265306
East,Norfolk,Female,Black,26,20,22,15,14,1516.5,17.382,58.32692308,0.668538462,0.538461538,0.846153846,5.832692308
East,Norfolk,Female,Chinese,13,7,x,6,3,770.5,5.036,59.26923077,0.387384615,0.230769231,x,5.926923077
East,Norfolk,Female,,3902,3753,2500,1633,1038,198242.5,506.716,50.80535623,0.129860584,0.266017427,0.640697078,5.080535623
East,Norfolk,Male,White,3880,3747,2248,1148,583,182764,-417.324,47.10412371,-0.107557732,0.150257732,0.579381443,4.710412371
East,Norfolk,Male,Mixed,91,81,53,25,13,4370.5,-2.123,48.02747253,-0.02332967,0.142857143,0.582417582,4.802747253
East,Norfolk,Male,Asian,39,36,30,15,12,2202,13.685,56.46153846,0.350897436,0.307692308,0.769230769,5.646153846
East,Norfolk,Male,Black,42,31,23,14,5,1962.5,11.901,46.72619048,0.283357143,0.119047619,0.547619048,4.672619048
East,Norfolk,Male,Chinese,12,7,x,6,4,759.5,1.704,63.29166667,0.142,0.333333333,x,6.329166667
East,Norfolk,Male,,4112,3939,2384,1218,623,194118.5,-391.792,47.20780642,-0.095280156,0.151507782,0.579766537,4.720780642
East,Suffolk,,White,6440,6243,3886,1921,1146,312426.75,10.618,48.5134705,0.001648758,0.177950311,0.603416149,4.85134705
East,Suffolk,,Mixed,305,280,170,101,60,15064.5,18.953,49.39180328,0.062140984,0.196721311,0.557377049,4.939180328
East,Suffolk,,Asian,102,91,68,47,35,5427.5,63.738,53.21078431,0.624882353,0.343137255,0.666666667,5.321078431
East,Suffolk,,Black,53,37,25,13,6,2449,12.868,46.20754717,0.242792453,0.113207547,0.471698113,4.620754717
East,Suffolk,,Chinese,4,3,x,x,x,218,2.004,54.5,0.501,x,x,5.45
East,Suffolk,,,7158,6903,4305,2164,1286,347697.25,125.21,48.57463677,0.017492316,0.179659123,0.601424979,4.857463677
East,Suffolk,Female,White,3114,3033,2003,1048,685,157727.25,350.99,50.65101156,0.112713552,0.21997431,0.643224149,5.065101156
East,Suffolk,Female,Mixed,172,154,103,57,37,8741,32.891,50.81976744,0.191226744,0.215116279,0.598837209,5.081976744
East,Suffolk,Female,Asian,51,46,32,25,20,2682,33.519,52.58823529,0.657235294,0.392156863,0.62745098,5.258823529
East,Suffolk,Female,Black,28,21,17,10,x,1464,10.792,52.28571429,0.385428571,x,0.607142857,5.228571429
East,Suffolk,Female,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
East,Suffolk,Female,,3497,3384,2241,1189,774,177142.75,446.779,50.6556334,0.127760652,0.221332571,0.640835001,5.06556334
East,Suffolk,Male,White,3326,3210,1883,873,461,154699.5,-340.372,46.51217679,-0.102336741,0.138604931,0.56614552,4.651217679
East,Suffolk,Male,Mixed,133,126,67,44,23,6323.5,-13.938,47.54511278,-0.104796992,0.172932331,0.503759398,4.754511278
East,Suffolk,Male,Asian,51,45,36,22,15,2745.5,30.219,53.83333333,0.592529412,0.294117647,0.705882353,5.383333333
East,Suffolk,Male,Black,25,16,8,3,x,985,2.076,39.4,0.08304,x,0.32,3.94
East,Suffolk,Male,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
East,Suffolk,Male,,3661,3519,2064,975,512,170554.5,-321.569,46.58686151,-0.087836384,0.139852499,0.563780388,4.658686151
London,City of London,,White,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,,Mixed,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,,Asian,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,,Black,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,,Chinese,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,,,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,Female,White,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,Female,Mixed,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,Female,Asian,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,Female,Black,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,Female,Chinese,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,Female,,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,Male,White,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,Male,Mixed,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,Male,Asian,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,Male,Black,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,Male,Chinese,.,.,.,.,.,.,.,x,x,x,x,x
London,City of London,Male,,.,.,.,.,.,.,.,x,x,x,x,x
London,Camden,,White,549,518,355,271,185,28577.5,-53.89,52.05373406,-0.098160291,0.336976321,0.646630237,5.205373406
London,Camden,,Mixed,142,138,80,60,36,6852.5,-42.96,48.25704225,-0.302535211,0.253521127,0.563380282,4.825704225
London,Camden,,Asian,272,260,175,123,70,13674.5,29.005,50.27389706,0.106636029,0.257352941,0.643382353,5.027389706
London,Camden,,Black,345,330,203,137,70,16498,22.145,47.82028986,0.064188406,0.202898551,0.588405797,4.782028986
London,Camden,,Chinese,10,7,x,x,6,662,5.703,66.2,0.5703,0.6,x,6.62
London,Camden,,,1422,1344,897,653,404,71911.75,5.555,50.57085091,0.00390647,0.284106892,0.630801688,5.057085091
London,Camden,Female,White,316,303,227,174,124,17702.5,42.484,56.02056962,0.134443038,0.392405063,0.71835443,5.602056962
London,Camden,Female,Mixed,82,79,55,43,32,4357,-10.569,53.13414634,-0.128890244,0.390243902,0.670731707,5.313414634
London,Camden,Female,Asian,137,133,94,66,46,7338.5,44.555,53.56569343,0.325218978,0.335766423,0.686131387,5.356569343
London,Camden,Female,Black,213,203,130,91,46,10729,56.31,50.37089202,0.264366197,0.215962441,0.610328638,5.037089202
London,Camden,Female,Chinese,7,x,x,x,x,458.5,x,65.5,x,x,x,6.55
London,Camden,Female,,817,779,560,415,275,44185.25,175.322,54.08231334,0.214592411,0.336597307,0.685434517,5.408231334
London,Camden,Male,White,233,215,128,97,61,10875,-96.374,46.67381974,-0.413622318,0.261802575,0.549356223,4.667381974
London,Camden,Male,Mixed,60,59,25,17,4,2495.5,-32.391,41.59166667,-0.53985,0.066666667,0.416666667,4.159166667
London,Camden,Male,Asian,135,127,81,57,24,6336,-15.55,46.93333333,-0.115185185,0.177777778,0.6,4.693333333
London,Camden,Male,Black,132,127,73,46,24,5769,-34.165,43.70454545,-0.258825758,0.181818182,0.553030303,4.370454545
London,Camden,Male,Chinese,3,x,3,x,x,203.5,x,67.83333333,x,x,1,6.783333333
London,Camden,Male,,605,565,337,238,129,27726.5,-169.767,45.82892562,-0.280606612,0.21322314,0.557024793,4.582892562
London,Greenwich,,White,1071,1006,586,435,240,50584,-227.293,47.23062558,-0.212225023,0.224089636,0.547152194,4.723062558
London,Greenwich,,Mixed,208,185,128,105,67,10381.5,-20.945,49.91105769,-0.100697115,0.322115385,0.615384615,4.991105769
London,Greenwich,,Asian,207,177,156,126,85,11605.5,116.388,56.06521739,0.56226087,0.410628019,0.753623188,5.606521739
London,Greenwich,,Black,604,539,402,315,161,30976,110.778,51.28476821,0.183407285,0.266556291,0.665562914,5.128476821
London,Greenwich,,Chinese,24,23,20,16,13,1461,8.267,60.875,0.344458333,0.541666667,0.833333333,6.0875
London,Greenwich,,,2204,2009,1341,1042,586,109253.5,-14.084,49.57055354,-0.0063902,0.265880218,0.608439201,4.957055354
London,Greenwich,Female,White,560,526,320,250,149,27710.5,-69.031,49.48303571,-0.123269643,0.266071429,0.571428571,4.948303571
London,Greenwich,Female,Mixed,110,97,71,63,41,5751,-1.638,52.28181818,-0.014890909,0.372727273,0.645454545,5.228181818
London,Greenwich,Female,Asian,100,87,73,59,47,5654.5,66.929,56.545,0.66929,0.47,0.73,5.6545
London,Greenwich,Female,Black,288,257,197,168,93,15281,84.885,53.05902778,0.294739583,0.322916667,0.684027778,5.305902778
London,Greenwich,Female,Chinese,11,10,x,8,7,708,6.63,64.36363636,0.602727273,0.636363636,x,6.436363636
London,Greenwich,Female,,1111,1014,695,572,349,57172,82.386,51.45994599,0.074154815,0.314131413,0.625562556,5.145994599
London,Greenwich,Male,White,511,480,266,185,91,22873.5,-158.262,44.76223092,-0.309710372,0.178082192,0.520547945,4.476223092
London,Greenwich,Male,Mixed,98,88,57,42,26,4630.5,-19.307,47.25,-0.197010204,0.265306122,0.581632653,4.725
London,Greenwich,Male,Asian,107,90,83,67,38,5951,49.459,55.61682243,0.462233645,0.355140187,0.775700935,5.561682243
London,Greenwich,Male,Black,316,282,205,147,68,15695,25.893,49.66772152,0.081939873,0.215189873,0.648734177,4.966772152
London,Greenwich,Male,Chinese,13,13,x,8,6,753,1.637,57.92307692,0.125923077,0.461538462,x,5.792307692
London,Greenwich,Male,,1093,995,646,470,237,52081.5,-96.47,47.65004575,-0.088261665,0.216834401,0.591033852,4.765004575
London,Hackney,,White,687,649,499,366,251,37544.5,250.739,54.64992722,0.36497671,0.365356623,0.726346434,5.464992722
London,Hackney,,Mixed,193,189,133,99,66,10142.5,50.478,52.55181347,0.261544041,0.341968912,0.689119171,5.255181347
London,Hackney,,Asian,272,267,204,167,102,14729.5,120.543,54.15257353,0.443172794,0.375,0.75,5.415257353
London,Hackney,,Black,719,657,467,350,191,35725.5,164.259,49.68776078,0.228454798,0.265646732,0.649513213,4.968776078
London,Hackney,,Chinese,12,10,x,8,7,812,8.076,67.66666667,0.673,0.583333333,x,6.766666667
London,Hackney,,,2038,1910,1421,1069,665,106917.5,666.359,52.46197252,0.326967125,0.326300294,0.697252208,5.246197252
London,Hackney,Female,White,385,365,299,210,153,22329.25,182.714,57.99805195,0.474581818,0.397402597,0.776623377,5.799805195
London,Hackney,Female,Mixed,113,111,81,60,46,6133,35.929,54.27433628,0.317955752,0.407079646,0.716814159,5.427433628
London,Hackney,Female,Asian,148,146,111,93,62,8070.5,75.858,54.53040541,0.512554054,0.418918919,0.75,5.453040541
London,Hackney,Female,Black,395,362,274,226,132,20683,129.955,52.36202532,0.329,0.334177215,0.693670886,5.236202532
London,Hackney,Female,Chinese,5,4,5,x,x,367,4.995,73.4,0.999,x,1,7.34
London,Hackney,Female,,1122,1055,823,632,419,61583.5,471.536,54.8872549,0.420263815,0.373440285,0.733511586,5.48872549
London,Hackney,Male,White,302,284,200,156,98,15215.25,68.025,50.38162252,0.225248344,0.324503311,0.662251656,5.038162252
London,Hackney,Male,Mixed,80,78,52,39,20,4009.5,14.549,50.11875,0.1818625,0.25,0.65,5.011875
London,Hackney,Male,Asian,124,121,93,74,40,6659,44.685,53.7016129,0.360362903,0.322580645,0.75,5.37016129
London,Hackney,Male,Black,324,295,193,124,59,15042.5,34.304,46.42746914,0.105876543,0.182098765,0.595679012,4.642746914
London,Hackney,Male,Chinese,7,6,x,x,x,445,3.081,63.57142857,0.440142857,x,x,6.357142857
London,Hackney,Male,,916,855,598,437,246,45334,194.823,49.49126638,0.212688865,0.268558952,0.652838428,4.949126638
London,Hammersmith and Fulham,,White,624,574,470,424,317,35835,87.664,57.42788462,0.140487179,0.508012821,0.753205128,5.742788462
London,Hammersmith and Fulham,,Mixed,133,123,92,92,52,7020,-3.807,52.78195489,-0.02862406,0.390977444,0.691729323,5.278195489
London,Hammersmith and Fulham,,Asian,116,95,90,76,46,6365.5,22.201,54.875,0.191387931,0.396551724,0.775862069,5.4875
London,Hammersmith and Fulham,,Black,333,311,197,184,74,16070.5,2.686,48.25975976,0.008066066,0.222222222,0.591591592,4.825975976
London,Hammersmith and Fulham,,Chinese,6,4,x,3,3,397,3.027,66.16666667,0.5045,0.5,x,6.616666667
London,Hammersmith and Fulham,,,1350,1228,946,872,551,73009.75,153.413,54.0812963,0.113639259,0.408148148,0.700740741,5.40812963
London,Hammersmith and Fulham,Female,White,338,310,257,226,180,19742,73.432,58.40828402,0.217254438,0.532544379,0.76035503,5.840828402
London,Hammersmith and Fulham,Female,Mixed,62,55,48,48,33,3681,14.558,59.37096774,0.234806452,0.532258065,0.774193548,5.937096774
London,Hammersmith and Fulham,Female,Asian,53,40,45,38,29,3064.5,12.344,57.82075472,0.23290566,0.547169811,0.849056604,5.782075472
London,Hammersmith and Fulham,Female,Black,166,161,107,96,49,8418.5,18.964,50.71385542,0.114240964,0.295180723,0.644578313,5.071385542
London,Hammersmith and Fulham,Female,Chinese,x,4,x,x,x,x,3.027,x,x,x,x,x
London,Hammersmith and Fulham,Female,,701,637,519,467,334,39715.25,164.785,56.65513552,0.235071327,0.476462197,0.740370899,5.665513552
London,Hammersmith and Fulham,Male,White,286,264,213,198,137,16093,14.232,56.26923077,0.049762238,0.479020979,0.744755245,5.626923077
London,Hammersmith and Fulham,Male,Mixed,71,68,44,44,19,3339,-18.365,47.02816901,-0.258661972,0.267605634,0.61971831,4.702816901
London,Hammersmith and Fulham,Male,Asian,63,55,45,38,17,3301,9.857,52.3968254,0.156460317,0.26984127,0.714285714,5.23968254
London,Hammersmith and Fulham,Male,Black,167,150,90,88,25,7652,-16.278,45.82035928,-0.097473054,0.149700599,0.538922156,4.582035928
London,Hammersmith and Fulham,Male,Chinese,x,0,x,x,x,x,0,x,x,x,x,x
London,Hammersmith and Fulham,Male,,649,591,427,405,217,33294.5,-11.372,51.30123267,-0.017522342,0.334360555,0.657935285,5.130123267
London,Islington,,White,506,467,304,204,125,25234.75,14.587,49.87104743,0.028828063,0.247035573,0.600790514,4.987104743
London,Islington,,Mixed,158,153,101,58,37,7780.5,6.763,49.24367089,0.042803797,0.234177215,0.639240506,4.924367089
London,Islington,,Asian,170,169,132,84,49,9274.5,85.999,54.55588235,0.505876471,0.288235294,0.776470588,5.455588235
London,Islington,,Black,423,400,266,200,112,20898.5,86.45,49.40543735,0.204373522,0.264775414,0.628841608,4.940543735
London,Islington,,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
London,Islington,,,1397,1309,897,621,379,70678.75,247.368,50.5932355,0.177070866,0.271295634,0.642090193,5.05932355
London,Islington,Female,White,230,211,146,98,64,11870.25,30.795,51.60978261,0.133891304,0.27826087,0.634782609,5.160978261
London,Islington,Female,Mixed,65,63,43,25,18,3249.5,9.84,49.99230769,0.151384615,0.276923077,0.661538462,4.999230769
London,Islington,Female,Asian,86,85,70,50,28,4759,48.951,55.3372093,0.569197674,0.325581395,0.813953488,5.53372093
London,Islington,Female,Black,195,179,125,94,57,9829,45.413,50.40512821,0.232887179,0.292307692,0.641025641,5.040512821
London,Islington,Female,Chinese,x,0,x,x,x,x,0,x,x,x,x,x
London,Islington,Female,,636,587,422,302,194,32870.75,162.538,51.68356918,0.255562893,0.305031447,0.663522013,5.168356918
London,Islington,Male,White,276,256,158,106,61,13364.5,-16.208,48.42210145,-0.058724638,0.221014493,0.572463768,4.842210145
London,Islington,Male,Mixed,93,90,58,33,19,4531,-3.077,48.72043011,-0.033086022,0.204301075,0.623655914,4.872043011
London,Islington,Male,Asian,84,84,62,34,21,4515.5,37.048,53.75595238,0.441047619,0.25,0.738095238,5.375595238
London,Islington,Male,Black,228,221,141,106,55,11069.5,41.037,48.5504386,0.179986842,0.24122807,0.618421053,4.85504386
London,Islington,Male,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
London,Islington,Male,,761,722,475,319,185,37808,84.83,49.68199737,0.111471748,0.243101183,0.624178712,4.968199737
London,Kensington and Chelsea,,White,297,275,226,162,129,17268,85.66,58.14141414,0.288417508,0.434343434,0.760942761,5.814141414
London,Kensington and Chelsea,,Mixed,113,103,84,61,43,6361,27.12,56.2920354,0.24,0.380530973,0.743362832,5.62920354
London,Kensington and Chelsea,,Asian,26,22,21,16,12,1532.5,10.834,58.94230769,0.416692308,0.461538462,0.807692308,5.894230769
London,Kensington and Chelsea,,Black,148,140,106,64,40,7759,44.74,52.42567568,0.302297297,0.27027027,0.716216216,5.242567568
London,Kensington and Chelsea,,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
London,Kensington and Chelsea,,,740,679,559,388,280,41848.5,231.097,56.55202703,0.312293243,0.378378378,0.755405405,5.655202703
London,Kensington and Chelsea,Female,White,108,100,85,62,49,6280.5,45.605,58.15277778,0.422268519,0.453703704,0.787037037,5.815277778
London,Kensington and Chelsea,Female,Mixed,51,48,38,28,22,2923,13.591,57.31372549,0.266490196,0.431372549,0.745098039,5.731372549
London,Kensington and Chelsea,Female,Asian,17,14,x,10,8,1007,6.56,59.23529412,0.385882353,0.470588235,x,5.923529412
London,Kensington and Chelsea,Female,Black,60,59,47,28,19,3324,29.349,55.4,0.48915,0.316666667,0.783333333,5.54
London,Kensington and Chelsea,Female,Chinese,x,x,x,x,x,x,x,x,x,x,x,x
London,Kensington and Chelsea,Female,,310,287,240,169,123,17711.5,117.479,57.13387097,0.378964516,0.396774194,0.774193548,5.713387097
London,Kensington and Chelsea,Male,White,189,175,141,100,80,10987.5,40.055,58.13492063,0.211931217,0.423280423,0.746031746,5.813492063
London,Kensington and Chelsea,Male,Mixed,62,55,46,33,21,3438,13.529,55.4516129,0.218209677,0.338709677,0.741935484,5.54516129
London,Kensington and Chelsea,Male,Asian,9,8,x,6,4,525.5,4.274,58.38888889,0.474888889,0.444444444,x,5.838888889
London,Kensington and Chelsea,Male,Black,88,81,59,36,21,4435,15.391,50.39772727,0.174897727,0.238636364,0.670454545,5.039772727
London,Kensington and Chelsea,Male,Chinese,0,0,0,0,0,0,0,x,x,x,x,x
London,Kensington and Chelsea,Male,,430,392,319,219,157,24137,113.618,56.13255814,0.264227907,0.365116279,0.741860465,5.613255814
London,Lambeth,,White,491,436,337,247,140,25793.75,87.389,52.53309572,0.17798167,0.285132383,0.686354379,5.253309572
London,Lambeth,,Mixed,228,216,135,103,50,11081.5,-9.82,48.60307018,-0.043070175,0.219298246,0.592105263,4.860307018
London,Lambeth,,Asian,79,70,64,47,22,4306.5,22.05,54.51265823,0.279113924,0.278481013,0.810126582,5.451265823
London,Lambeth,,Black,945,880,552,481,216,45259,-17.648,47.89312169,-0.018675132,0.228571429,0.584126984,4.789312169
London,Lambeth,,Chinese,15,14,x,10,9,954,3.467,63.6,0.231133333,0.6,x,6.36
